0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
perlayer,40,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,40,original,piqa,wikitext,wikitext,wikitext,22.09319278587302,1.7839515520088267,0.8350764355352913
perlayer,50,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,50,original,piqa,wikitext,wikitext,wikitext,33.60751576659434,1.9295286840944588,0.9482484909344844
perlayer,30,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,30,original,piqa,wikitext,wikitext,wikitext,18.69803587046177,1.729148161446391,0.7900614910889715
perlayer,45,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,45,original,piqa,wikitext,wikitext,wikitext,26.41322016730154,1.844538396309289,0.8832598207965958
perlayer,35,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,35,original,piqa,wikitext,wikitext,wikitext,20.27562608434685,1.7555399718890163,0.8119148453155299
perlayer,60,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,60,original,piqa,wikitext,wikitext,wikitext,88.680267051573,2.313414131923097,1.2100235507087964
perlayer,25,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,25,original,piqa,wikitext,wikitext,wikitext,17.63419932314506,1.710309683319947,0.7742575754846894
perlayer,55,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,55,original,piqa,wikitext,wikitext,wikitext,60.848407398320695,2.156073304326526,1.1084062291064385
perlayer,15,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,15,original,piqa,wikitext,wikitext,wikitext,16.799297026470253,1.6948667597757046,0.7611718618180046
perlayer,20,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_all_5.pkl,20,original,piqa,wikitext,wikitext,wikitext,17.136254511619175,1.7011728464035778,0.7665297324067026
perlayer,15,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,15,original,piqa,wikitext,wikitext,wikitext,19.1009767030648,1.7360562640084956,0.795813704977479
perlayer,20,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,20,original,piqa,wikitext,wikitext,wikitext,22.37975401697856,1.78825599764545,0.8385532801995601
perlayer,25,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,25,original,piqa,wikitext,wikitext,wikitext,26.22664698967678,1.8420948569976296,0.8813473536097793
perlayer,55,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,55,original,piqa,wikitext,wikitext,wikitext,97.90877663545372,2.3566419017762903,1.2367325537595184
perlayer,45,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,45,original,piqa,wikitext,wikitext,wikitext,50.27715560968437,2.0804861335722165,1.0569206728607952
perlayer,40,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,40,original,piqa,wikitext,wikitext,wikitext,55.929851021938944,2.1223553523894942,1.0856662312805558
perlayer,60,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,60,original,piqa,wikitext,wikitext,wikitext,113.80474572771936,2.423886433290237,1.277322105590078
perlayer,35,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,35,original,piqa,wikitext,wikitext,wikitext,54.43598370616437,2.111637536063976,1.078362216419551
perlayer,30,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,30,original,piqa,wikitext,wikitext,wikitext,34.41035270766561,1.9380659332547088,0.9546176522605044
perlayer,50,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_all_5.pkl,50,original,piqa,wikitext,wikitext,wikitext,68.68423185393607,2.20547149725936,1.141087115665548
perlayer,15,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,15,original,piqa,wikitext,wikitext,wikitext,21.37071808231665,1.7728942111477983,0.8261064529845868
perlayer,20,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,20,original,piqa,wikitext,wikitext,wikitext,24.347888930223604,1.816666450503031,0.8612935575033306
perlayer,25,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,25,original,piqa,wikitext,wikitext,wikitext,39.08952458149375,1.98482970477898,0.9890152317459652
perlayer,40,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,40,original,piqa,wikitext,wikitext,wikitext,73.77415396431283,2.2351538900429926,1.1603741641865764
perlayer,35,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,35,original,piqa,wikitext,wikitext,wikitext,66.88558043477502,2.194554152469695,1.133927870350469
perlayer,30,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,30,original,piqa,wikitext,wikitext,wikitext,51.69216987478792,2.0913128000993706,1.0644088636499185
perlayer,50,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,50,original,piqa,wikitext,wikitext,wikitext,126.40529088882612,2.4719552724275013,1.3056526393463253
perlayer,60,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,60,original,piqa,wikitext,wikitext,wikitext,193.6382591546348,2.6771874518663887,1.4207181574359586
perlayer,45,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,45,original,piqa,wikitext,wikitext,wikitext,109.48896317094396,2.406425652056876,1.2668918510751597
perlayer,55,fc,False,grad_norm,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grad_norm_all_5.pkl,55,original,piqa,wikitext,wikitext,wikitext,152.35479952301128,2.5597939583335663,1.3560276902044464
perlayer,15,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,15,original,piqa,wikitext,wikitext,wikitext,17.741442884760826,1.7122499991439624,0.7758933595624969
perlayer,25,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,25,original,piqa,wikitext,wikitext,wikitext,22.42130221149043,1.7888763697337111,0.8390536853578233
perlayer,20,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,20,original,piqa,wikitext,wikitext,wikitext,19.49772963290939,1.7427434714935883,0.8013602231405014
perlayer,30,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,30,original,piqa,wikitext,wikitext,wikitext,25.587364075317268,1.8336135765876656,0.8746896313645149
perlayer,35,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,35,original,piqa,wikitext,wikitext,wikitext,29.217745422596863,1.8796771386876867,0.9104848797673026
perlayer,40,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,40,original,piqa,wikitext,wikitext,wikitext,32.634344951020495,1.91895492127729,0.9403208211666578
perlayer,60,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,60,original,piqa,wikitext,wikitext,wikitext,67.75589671281963,2.199866162487547,1.1374157543913093
