0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
perlayer,60,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,60,original,piqa,piqa,piqa,0.6866158868335147,0.6964091403699674,,
perlayer,70,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,70,original,piqa,piqa,piqa,0.6539717083786725,0.6556039173014145,,
perlayer,85,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,85,original,piqa,piqa,piqa,0.588139281828074,0.5625680087051143,,
perlayer,80,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,80,original,piqa,piqa,piqa,0.5963003264417845,0.5805223068552775,,
perlayer,91,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,91,original,piqa,piqa,piqa,0.5778019586507073,0.5473340587595212,,
perlayer,50,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,50,original,piqa,piqa,piqa,0.7029379760609358,0.7165397170837867,,
perlayer,50,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_piqa_5.pkl,50,original,piqa,piqa,piqa,0.6730141458106638,0.6828073993471164,,
perlayer,92,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,92,original,piqa,piqa,piqa,0.5707290533188248,0.5424374319912949,,
perlayer,70,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_piqa_5.pkl,70,original,piqa,piqa,piqa,0.6425462459194777,0.6403699673558215,,
perlayer,60,fc,False,grasp,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/grasp_piqa_5.pkl,60,original,piqa,piqa,piqa,0.6632208922742111,0.6643090315560392,,
perlayer,93,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,93,original,piqa,piqa,piqa,0.5696409140369967,0.5364526659412405,,
perlayer,95,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,95,original,piqa,piqa,piqa,0.5652883569096845,0.5321001088139282,,
perlayer,94,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,94,original,piqa,piqa,piqa,0.5685527747551686,0.5348204570184983,,
