0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
perlayer,95,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_0.pkl,95,original,piqa,wikitext,wikitext,wikitext,2180.140113135254,4.210302229541789,2.073923798472457
perlayer,60,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_0.pkl,60,original,piqa,wikitext,wikitext,wikitext,223.61481605623987,2.750225801290605,1.4595500728295918
perlayer,90,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_0.pkl,90,original,piqa,wikitext,wikitext,wikitext,1241.123051339629,3.789298697486081,1.9219308670562023
perlayer,70,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_0.pkl,70,original,piqa,wikitext,wikitext,wikitext,366.09894564890914,3.0158221746604976,1.5925513638523157
perlayer,80,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_0.pkl,80,original,piqa,wikitext,wikitext,wikitext,581.1243001211147,3.288002413108874,1.7172113578331385
perlayer,50,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_0.pkl,50,original,piqa,wikitext,wikitext,wikitext,68.59936644190763,2.2049616423775262,1.1407535588063538
perlayer,60,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_3.pkl,60,original,piqa,wikitext,wikitext,wikitext,118.2812106619088,2.4414374904891423,1.2877308403076293
perlayer,80,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_3.pkl,80,original,piqa,wikitext,wikitext,wikitext,529.7150812368487,3.2315399845063912,1.6922218424876465
perlayer,95,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_3.pkl,95,original,piqa,wikitext,wikitext,wikitext,1471.9105212473264,3.9120974005629465,1.9679422899117864
perlayer,90,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_3.pkl,90,original,piqa,wikitext,wikitext,wikitext,1320.3070134064092,3.833379459019784,1.9386168148746583
perlayer,50,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_3.pkl,50,original,piqa,wikitext,wikitext,wikitext,40.33834497616566,1.996536741344498,0.9974996214664644
perlayer,70,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_3.pkl,70,original,piqa,wikitext,wikitext,wikitext,275.2008205486839,2.8590825418027745,1.5155522712213902
perlayer,70,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,70,original,piqa,wikitext,wikitext,wikitext,187.0686082688639,2.6599625873461807,1.4114059542115356
perlayer,80,fc,False,fisher,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/fisher_piqa_5.pkl,80,original,piqa,wikitext,wikitext,wikitext,389.6666006991285,3.051213346565707,1.6093830593893053
